closingPrice,securityId,securityName,shareTraded,symbol,fetched_at,date,source_endpoint
593.0,9225,Vision Lumbini Urja Company Limited ,8243,VLUCL,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
702.3,183,Neco Insurance Limited,8168,NIL,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
1474.0,2768,Mahuli Laghubitta Bittiya Sanstha Limited,8157,MSLB,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
530.5,204,Gurkhas Finance Ltd.,8114,GUFL,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
777.0,583,Grameen Bikas Laghubitta Bittiya Sanstha Ltd.,8015,GBLBS,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
868.2,188,Life Insurance Corporation (Nepal) Limited,7791,LICN,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
1297.0,705,Global IME Laghubitta Bittiya Sanstha Ltd.,7669,GILB,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
960.0,148,Taragaon Regency Hotel Limited,7639,TRH,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
2090.0,9246,Guardian Micro Life Insurance Limited ,7271,GMLI,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
739.1,9192,Upper Syange Hydropower Limited,7186,USHL,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
615.0,2887,NIC ASIA Laghubitta Bittiya Sanstha Limited,6918,NICLBSL,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
576.9,9170,Dolti Power Company Limited,6809,DOLTI,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
473.0,9218,Trishuli Jal Vidhyut Company Limited ,6792,TVCL,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
456.2,8133,Peoples Hydropower Company Limited,6627,PHCL,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
8.91,2863,NIC Asia Balanced Fund,6126,NICBF,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
448.0,9158,Molung Hydropower Company Limited,6112,MHCL,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
1025.0,8117,Aviyan Laghubitta Bittiya Sanstha Limited,5906,AVYAN,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
1726.0,8065,CYC Nepal Laghubitta Bittiya Sanstha Limited,5543,CYCL,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
163.2,469,Nepal Investment Mega Bank Ltd. Promoter Share,5440,NIMBPO,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
850.3,9212,Mandu Hydropower Limited,5276,MANDU,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
732.2,706,Suryodaya Womi Laghubitta Bittiya Sanstha Limited,4668,SWMF,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
1004.9,693,Himalayan Laghubitta Bittiya Sanstha Limited,4160,HLBSL,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
11.1,8106,Global IME Balanced Fund-1,4100,GIBF1,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
701.0,704,NMB  Microfinance Bittiya Sanstha Ltd.,4003,NMBMF,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
523.0,9175,Menchhiyam Hydropower Limited,3960,MCHL,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
678.0,9232,Chirkhwa Hydropower Limited ,3875,CKHL,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
8.73,4949,NIBL Samriddhi Fund -2,3800,NIBSF2,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
9.05,2933,Kumari Equity Fund,3510,KEF,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
771.0,9135,Barahi Hydropower Public Limited,3418,BHPL,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
1249.0,695,Janautthan Samudayic Laghubitta Bittya Sanstha Limited,3305,JSLBB,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
9.69,2877,Sunrise First Mutual Fund,3300,SFMF,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
570.0,9217,Mathillo Mailun Khola Jalvidhyut Limited,3292,MMKJL,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
815.0,687,Vijaya laghubitta Bittiya Sanstha Ltd.,3270,VLBS,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
11.63,9221,Himalayan 80-20,3198,H8020,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
1957.0,450,Corporate Development Bank Limited,3180,CORBL,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
1545.0,601,Mithila LaghuBitta Bittiya Sanstha Limited,3005,MLBBL,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
590.0,9166,Makar Jitumaya Suri Hydropower Limited,2990,MAKAR,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
1618.8,2815,Ganapati Laghubitta Bittiya Sanstha Limited,2974,GMFBS,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
1135.1,2758,Forward Microfinance Laghubitta Bittiya Sanstha Limited,2888,FOWAD,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
9.2,9259,Reliable Samriddhi Yojana,2800,RSY,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
1085.5,9151,Kalinchowk Darshan Limited,2791,KDL,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
2874.0,4965,Samaj Laghubittya Bittiya Sanstha Limited,2755,SAMAJ,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
8.9,8073,NIC Asia Flexi CAP Fund,2700,NICFC,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
563.1,9176,Ingwa Hydropower Limited,2619,IHL,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
969.0,9147,Shuvam Power Limited,2357,SPL,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
2111.7,2925,Mahila Lagubitta Bittiya Sanstha Limited ,2354,MLBSL,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
587.4,8131,Eastern Hydropower Limited,2305,EHPL,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
2182.0,2826,Gurans Laghubitta Bittiya Sanstha Limited,2260,GLBSL,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
796.5,9167,Mai Khola Hydropower Limited,2153,MKHL,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
1086.0,694,Matribhumi Lagubitta Bittiya Sanstha Limited,1987,MATRI,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
1430.0,8123,Dhaulagiri Laghubitta Bittiya Sanstha Limited,1889,DLBS,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
9.3,9138,NIBL Growth Fund,1800,NIBLGF,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
1094.0,2790,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,1785,ACLBSL,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
1750.0,2829,Swabhimaan Laghubitta Bittiya Sanstha Limited,1753,SMFBS,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
9.39,9241,Kumari Sabal Yojana,1690,KSY,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
1550.2,8041,NESDO Sambridha Laghubitta Bittiya Sanstha Limited,1648,NESDO,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
1090.0,6984,8.75 % Prime Debenture 2085,1640,PBD85,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
1056.0,8034,Emerging Nepal Limited,1489,ENL,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
882.0,9148,Super Mai Hydropower Limited,1246,SMH,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
378.0,700,Himalayan Everest Insurance Limited Promoter,1210,HEIP,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
9.22,9154,Sunrise Focused Equity Fund,1200,SFEF,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
2138.5,2781,Wean Nepal Laghubitta Bittiya Sanstha Limited,1149,WNLB,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
8.91,4967,NIC Asia Select Fund 30,1100,NICSF,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
776.0,9181,Rawa Energy Development Limited,1094,RAWA,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
1898.0,8132,Shrijanshil Laghubitta Bittiya Sanstha Limited,1056,SHLB,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
5349.0,155,Salt Trading Corporation,1055,STC,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
905.2,9214,Bhagawati Hydropower Development Company Limited,1028,BGWT,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
8.75,9244,NIBL Stable Fund,1000,NIBLSTF,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
2088.1,9140,Unique Nepal Laghubitta Bittiya Sanstha Limited,977,UNLB,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
2282.0,2771,Support Microfinance Bittiya Sanstha Ltd.,928,SMB,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
1035.0,618,Laxmi Laghubitta Bittiya Sanstha Ltd.,920,LLBS,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
1075.0,8027,Nabil Debenture 2085,892,NBLD85,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
5890.0,9161,Aatmanirbhar Laghubitta Bittiya Sanstha Limited,819,ANLB,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
3608.0,8063,Upakar Laghubitta Bittiya Sanstha Limited,704,ULBSL,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
900.5,9215,Mid Solu Hydropower Limited,568,MSHL,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
5420.0,156,Bishal Bazar Company Limited,450,BBC,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
1010.0,9261,Nifra Green Energy Debenture 6% - 2088/89,439,NIFRAGED,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
1590.0,8018,Manushi Laghubitta Bittiya Sanstha Limited,410,MLBS,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
15645.0,177,Rastriya Beema Company Limited,335,RBCL,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
1101.0,8116,10.15% Prime Debenture 2084,235,PBD84,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
12900.0,634,Rastriya Beema Company Limited Promoter Share,210,RBCLPO,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
1900.0,9196,Kutheli Bukhari Small Hydropower Limited,172,KBSH,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
11950.0,213,Bottlers Nepal (Terai) Limited,130,BNT,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
994.1,9264,7% RBBL Debenture 2088,125,RBBD2088,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
1050.0,8033,"Garima Debenture, 2085",125,GBBD85,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
1060.1,2878,10.25% Sunrise Bank Debenture 2083,115,SRBLD83,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
1117.0,2889,10.25% Citizens Bank Debenture 2086,114,CIZBD86,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
1070.0,9249,9% ICFC Finance Limited Debenture 2088,101,ICFCD88,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
10.0,9269,Global IME Sammunat Yojana -2,100,GBIMESY2,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
1076.0,8110,10.25% Nepal SBI Bank Debenture 2083,100,SBID83,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
1007.2,9255,Everest Bank Limited Debenture 2091,75,EBLD91,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
1200.0,8127,11% KBL Debenture 2089,60,KBLD89,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
1060.0,2869,11% NIC Asia Debenture 082/83,50,NICAD8283,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
1115.2,8043,Civil Bank Debenture 2088,50,CBLD88,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
1038.1,4959,8.5% Nepal Bank Debenture 2087,50,NBLD87,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
1057.0,2864,10.25% SBL Debenture 2083,50,SBLD83,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
1100.0,2904,10% Prabhu Bank Debenture 2084 ,50,PBLD84,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
1088.0,4969,Muktinath Debenture 2084/85,50,MND84/85,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
16082.0,195,Bottlers Nepal (Balaju) Limited,32,BNL,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
1036.5,8044,Everest Bank Limited,30,EBLD86,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
1010.0,9152,"Everest Bank Limited Energy Bond, 2089",25,EBLEB89,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
1112.0,8097,10% Prime Debenture 2088,25,PBD88,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
1160.0,9243,10% NIMB Debenture 2090,25,NIMBD90,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
1126.0,8068,Century Debenture 2088,25,CCBD88,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
1060.0,2922,8.5% Sanima Debenture 2087,25,SBD87,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
1165.0,8119,10.50% Everest Bank Limited Debenture 2085,25,EBLD85,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
1030.0,9141,NIFRA Uraj Rinpatra7%-2085/86,25,NIFRAUR85/86,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
1095.0,8004,Global IME Bank Limited Debenture 2086/87,16,GBILD86/87,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
47980.8,219,Unilever Nepal Limited,10,UNL,2025-08-30 12:59:55.075775,2025-08-30,TopTenTradeScrips
